month,commodity_name,avg_modal_price,avg_min_price,avg_max_price,state_name,district_name,calculationType,change
2011-12-01,Cotton,3950.49,3695.69,4063.71,India,All,Monthly,-194.06
2011-11-01,Cotton,4144.55,3871.86,4267.93,India,All,Monthly,-22.54
2011-10-01,Cotton,4167.09,3716.72,4395.64,India,All,Monthly,392.65
2011-09-01,Cotton,3774.44,3322.87,4044.07,India,All,Monthly,292.52
2011-08-01,Cotton,3481.92,3158.38,3706.59,India,All,Monthly,156.56
2011-07-01,Cotton,3325.36,2995.45,3573.41,India,All,Monthly,-30.79
2011-06-01,Cotton,3356.15,2921.8,3700.84,India,All,Monthly,-255.02
2011-05-01,Cotton,3611.17,3148.76,3991.19,India,All,Monthly,-1688.77
2011-04-01,Cotton,5299.94,4786.84,5650.3,India,All,Monthly,-585.89
2011-03-01,Cotton,5885.83,5384.05,6144.37,India,All,Monthly,61.3
2011-02-01,Cotton,5824.53,5315.6,6078.57,India,All,Monthly,1108.09
2011-01-01,Cotton,4716.44,4380.21,4887.76,India,All,Monthly,563.76
2010-12-01,Cotton,4152.68,3856.58,4308.2,India,All,Monthly,35.26
2010-11-01,Cotton,4117.42,3859.54,4264.69,India,All,Monthly,193.35
2010-10-01,Cotton,3924.07,3608.64,4097.9,India,All,Monthly,490.67
2010-09-01,Cotton,3433.4,3002.22,3691.84,India,All,Monthly,315.91
2010-08-01,Cotton,3117.49,2827.34,3286.17,India,All,Monthly,26.89
2010-07-01,Cotton,3090.6,2743.0,3236.06,India,All,Monthly,56.62
2010-06-01,Cotton,3033.98,2686.8,3201.61,India,All,Monthly,105.84
2010-05-01,Cotton,2928.14,2625.28,3079.33,India,All,Monthly,-190.4
2010-04-01,Cotton,3118.54,2888.32,3237.01,India,All,Monthly,-12.39
2010-03-01,Cotton,3130.93,2918.61,3225.62,India,All,Monthly,33.23
2010-02-01,Cotton,3097.7,2881.27,3198.82,India,All,Monthly,-75.2
2010-01-01,Cotton,3172.9,2946.8,3257.02,India,All,Monthly,
2025-03-01,Coffee,29354.55,29106.06,29369.7,India,All,Monthly,-665.29
2025-02-01,Coffee,30019.84,29614.29,30053.17,India,All,Monthly,4348.05
2025-01-01,Coffee,25671.79,25275.61,25730.13,India,All,Monthly,900.12
2024-12-01,Coffee,24771.67,24511.46,24873.33,India,All,Monthly,800.24
2024-11-01,Coffee,23971.43,23876.67,24009.52,India,All,Monthly,-678.0
2024-10-01,Coffee,24649.43,24529.89,24687.36,India,All,Monthly,-162.33
2024-09-01,Coffee,24811.76,24720.0,24874.12,India,All,Monthly,2865.93
2024-08-01,Coffee,21945.83,21795.83,21702.78,India,All,Monthly,770.15
2024-07-01,Coffee,21175.68,21025.68,21244.59,India,All,Monthly,804.04
2024-06-01,Coffee,20371.64,20083.58,20431.34,India,All,Monthly,792.15
2024-05-01,Coffee,19579.49,19333.33,19175.64,India,All,Monthly,1076.32
2024-04-01,Coffee,18503.17,18280.95,18623.81,India,All,Monthly,2546.15
2024-03-01,Coffee,15957.02,15781.58,16017.54,India,All,Monthly,138.99
2024-02-01,Coffee,15818.03,15708.2,15878.69,India,All,Monthly,-2150.72
2024-01-01,Coffee,17968.75,17840.0,18002.5,India,All,Monthly,944.46
2023-12-01,Coffee,17024.29,16900.0,17067.14,India,All,Monthly,-22.46
2023-11-01,Coffee,17046.75,16901.3,17088.31,India,All,Monthly,122.87
2023-10-01,Coffee,16923.88,16764.18,16952.24,India,All,Monthly,-143.28
2023-09-01,Coffee,17067.16,16905.97,17161.19,India,All,Monthly,-1687.08
2023-08-01,Coffee,18754.24,18555.93,18855.08,India,All,Monthly,349.69
2023-07-01,Coffee,18404.55,18272.73,18492.42,India,All,Monthly,-840.19
2023-06-01,Coffee,19244.74,19090.79,19332.89,India,All,Monthly,1799.29
2023-05-01,Coffee,17445.45,17318.18,17503.64,India,All,Monthly,665.02
2023-04-01,Coffee,16780.43,16641.3,16902.17,India,All,Monthly,2075.59
2023-03-01,Coffee,14704.84,14474.19,14751.61,India,All,Monthly,590.26
2023-02-01,Coffee,14114.58,13993.75,14179.17,India,All,Monthly,1632.91
2023-01-01,Coffee,12481.67,12383.33,12525.0,India,All,Monthly,-91.06
2022-12-01,Coffee,12572.73,12474.55,12623.64,India,All,Monthly,575.0
2022-11-01,Coffee,11997.73,11914.93,12044.53,India,All,Monthly,-729.73
2022-10-01,Coffee,12727.46,12645.07,12778.87,India,All,Monthly,-707.22
2022-09-01,Coffee,13434.68,13351.61,13474.19,India,All,Monthly,704.83
2022-08-01,Coffee,12729.85,12535.82,12885.07,India,All,Monthly,285.99
2022-07-01,Coffee,12443.86,12301.75,12549.12,India,All,Monthly,-1045.56
2022-06-01,Coffee,13489.42,13273.08,13657.69,India,All,Monthly,1245.22
2022-05-01,Coffee,12244.2,12128.99,12321.74,India,All,Monthly,1001.05
2022-04-01,Coffee,11243.15,11158.9,11291.78,India,All,Monthly,2469.58
2022-03-01,Coffee,8773.57,8674.29,8840.0,India,All,Monthly,-1787.07
2022-02-01,Coffee,10560.64,10300.0,10742.42,India,All,Monthly,471.82
2022-01-01,Coffee,10088.82,9698.68,10447.37,India,All,Monthly,113.82
2021-12-01,Coffee,9975.0,9612.82,10314.1,India,All,Monthly,313.96
2021-11-01,Coffee,9661.04,9298.7,9990.91,India,All,Monthly,130.78
2021-10-01,Coffee,9530.26,9150.0,9865.79,India,All,Monthly,-61.52
2021-09-01,Coffee,9591.78,9184.93,9961.64,India,All,Monthly,-999.13
2021-08-01,Coffee,10590.91,10081.82,11025.0,India,All,Monthly,521.52
2021-07-01,Coffee,10069.39,9583.67,10524.49,India,All,Monthly,13.58
2021-06-01,Coffee,10055.81,9620.93,10430.23,India,All,Monthly,-341.33
2021-05-01,Coffee,10397.14,10094.29,10625.71,India,All,Monthly,1994.51
2021-04-01,Coffee,8402.63,8024.34,8732.89,India,All,Monthly,-272.05
2021-03-01,Coffee,8674.68,8320.25,8979.75,India,All,Monthly,-664.56
2021-02-01,Coffee,9339.24,9010.13,9657.59,India,All,Monthly,-258.55
2021-01-01,Coffee,9597.79,9286.76,9869.85,India,All,Monthly,-132.49
2020-12-01,Coffee,9730.28,9326.76,10083.1,India,All,Monthly,-110.2
2020-11-01,Coffee,9840.48,9414.29,10219.05,India,All,Monthly,333.16
2020-10-01,Coffee,9507.32,9151.22,9806.1,India,All,Monthly,-724.03
2020-09-01,Coffee,10231.35,10011.92,10366.15,India,All,Monthly,-194.41
2020-08-01,Coffee,10425.76,10123.48,10662.88,India,All,Monthly,-1122.19
2020-07-01,Coffee,11547.95,11271.23,11753.42,India,All,Monthly,547.95
2020-06-01,Coffee,11000.0,10668.35,11265.82,India,All,Monthly,123.88
2020-05-01,Coffee,10876.12,10598.51,11077.61,India,All,Monthly,-7.49
2020-04-01,Coffee,10883.61,10621.31,11063.93,India,All,Monthly,929.68
2020-03-01,Coffee,9953.93,9684.27,10157.3,India,All,Monthly,215.79
2020-02-01,Coffee,9738.14,9496.61,9922.03,India,All,Monthly,48.23
2020-01-01,Coffee,9689.91,9452.29,9850.46,India,All,Monthly,-218.91
2019-12-01,Coffee,9908.82,9686.27,10044.12,India,All,Monthly,-163.68
2019-11-01,Coffee,10072.5,9807.5,10260.83,India,All,Monthly,-287.5
2019-10-01,Coffee,10360.0,10072.17,10574.78,India,All,Monthly,-935.5
2019-09-01,Coffee,11295.5,11080.73,11416.67,India,All,Monthly,-319.06
2019-08-01,Coffee,11614.56,11515.53,11618.45,India,All,Monthly,137.29
2019-07-01,Coffee,11477.27,11169.09,12750.0,India,All,Monthly,1130.48
2019-06-01,Coffee,10346.79,10067.89,10539.45,India,All,Monthly,134.29
2019-05-01,Coffee,10212.5,9939.06,10400.0,India,All,Monthly,374.57
2019-04-01,Coffee,9837.93,9587.93,9996.55,India,All,Monthly,204.05
2019-03-01,Coffee,9633.88,9465.29,9720.66,India,All,Monthly,708.88
2019-02-01,Coffee,8925.0,8691.38,9081.9,India,All,Monthly,-763.12
2019-01-01,Coffee,9688.12,9402.97,9888.12,India,All,Monthly,-78.04
2018-12-01,Coffee,9766.16,9510.51,9961.21,India,All,Monthly,-2879.49
2018-11-01,Coffee,12645.65,12360.87,12857.61,India,All,Monthly,1878.12
2018-10-01,Coffee,10767.53,10427.27,11002.6,India,All,Monthly,962.91
2018-09-01,Coffee,9804.62,9717.31,9849.23,India,All,Monthly,-1268.88
2018-08-01,Coffee,11073.5,10965.5,11081.5,India,All,Monthly,2241.22
2018-07-01,Coffee,8832.28,8715.57,8857.85,India,All,Monthly,548.12
2018-06-01,Coffee,8284.16,8168.83,8309.35,India,All,Monthly,828.4
2018-05-01,Coffee,7455.76,7344.49,7498.39,India,All,Monthly,113.26
2018-04-01,Coffee,7342.5,7253.0,7362.0,India,All,Monthly,-1738.23
2018-03-01,Coffee,9080.73,8978.9,9107.34,India,All,Monthly,72.57
2018-02-01,Coffee,9008.16,8902.04,9050.0,India,All,Monthly,128.16
2018-01-01,Coffee,8880.0,8773.28,8919.66,India,All,Monthly,-70.95
2017-12-01,Coffee,8950.95,8842.24,8989.74,India,All,Monthly,52.77
2017-11-01,Coffee,8898.18,8788.18,8931.82,India,All,Monthly,-191.73
2017-10-01,Coffee,9089.91,8984.4,9122.48,India,All,Monthly,-800.45
2017-09-01,Coffee,9890.36,9790.36,9928.31,India,All,Monthly,730.05
2017-08-01,Coffee,9160.31,9057.73,9200.52,India,All,Monthly,827.66
2017-07-01,Coffee,8332.65,8246.94,8383.51,India,All,Monthly,-258.7
2017-06-01,Coffee,8591.35,8484.62,8655.77,India,All,Monthly,3.0
2017-05-01,Coffee,8588.35,8504.85,8626.21,India,All,Monthly,-95.99
2017-04-01,Coffee,8684.34,8602.41,8739.76,India,All,Monthly,-145.03
2017-03-01,Coffee,8829.37,8723.02,8900.0,India,All,Monthly,-126.19
2017-02-01,Coffee,8955.56,8850.93,9005.56,India,All,Monthly,501.71
2017-01-01,Coffee,8453.85,8360.68,8505.98,India,All,Monthly,-155.09
2016-12-01,Coffee,8608.94,8521.95,8650.41,India,All,Monthly,-158.89
2016-11-01,Coffee,8767.83,8651.3,8805.22,India,All,Monthly,-884.25
2016-10-01,Coffee,9652.08,9581.25,9715.62,India,All,Monthly,451.17
2016-09-01,Coffee,9200.91,9118.18,9262.73,India,All,Monthly,481.53
2016-08-01,Coffee,8719.38,8628.68,8755.04,India,All,Monthly,1080.61
2016-07-01,Coffee,7638.77,7546.74,7679.35,India,All,Monthly,164.14
2016-06-01,Coffee,7474.63,7326.12,7533.96,India,All,Monthly,729.55
2016-05-01,Coffee,6745.08,6593.18,6855.68,India,All,Monthly,326.66
2016-04-01,Coffee,6418.42,6242.54,6557.46,India,All,Monthly,359.86
2016-03-01,Coffee,6058.56,5886.94,6194.59,India,All,Monthly,-513.29
2016-02-01,Coffee,6571.85,6398.74,6699.58,India,All,Monthly,59.35
2016-01-01,Coffee,6512.5,6305.5,6653.5,India,All,Monthly,-275.0
2015-12-01,Coffee,6787.5,6596.43,6933.48,India,All,Monthly,-2285.47
2015-11-01,Coffee,9072.97,8888.29,9249.55,India,All,Monthly,-292.6
2015-10-01,Coffee,9365.57,9169.34,9510.38,India,All,Monthly,369.92
2015-09-01,Coffee,8995.65,8812.72,9163.89,India,All,Monthly,-309.71
2015-08-01,Coffee,9305.36,9119.04,9462.73,India,All,Monthly,-852.12
2015-07-01,Coffee,10157.48,9940.19,10318.69,India,All,Monthly,730.25
2015-06-01,Coffee,9427.23,9184.16,9613.37,India,All,Monthly,-386.58
2015-05-01,Coffee,9813.81,9588.57,9984.76,India,All,Monthly,-811.53
2015-04-01,Coffee,10625.34,10380.82,10865.75,India,All,Monthly,638.8
2015-03-01,Coffee,9986.54,9745.19,10216.35,India,All,Monthly,-439.9
2015-02-01,Coffee,10426.44,10197.12,10605.77,India,All,Monthly,-225.99
2015-01-01,Coffee,10652.43,10412.14,10852.43,India,All,Monthly,368.63
2014-12-01,Coffee,10283.8,10070.37,10471.3,India,All,Monthly,-655.03
2014-11-01,Coffee,10938.83,10746.12,11101.21,India,All,Monthly,-149.78
2014-10-01,Coffee,11088.61,10876.24,11294.06,India,All,Monthly,1173.68
2014-09-01,Coffee,9914.93,9640.3,10135.82,India,All,Monthly,-452.57
2014-08-01,Coffee,10367.5,10128.12,10611.25,India,All,Monthly,-787.1
2014-07-01,Coffee,11154.6,10686.21,11521.84,India,All,Monthly,-1964.97
2014-06-01,Coffee,13119.57,12572.34,13524.73,India,All,Monthly,-518.21
2014-05-01,Coffee,13637.78,13047.73,14123.58,India,All,Monthly,184.59
2014-04-01,Coffee,13453.19,12878.01,13888.65,India,All,Monthly,768.16
2014-03-01,Coffee,12685.03,12394.92,13059.89,India,All,Monthly,1158.12
2014-02-01,Coffee,11526.91,11257.43,11870.29,India,All,Monthly,647.41
2014-01-01,Coffee,10879.5,10627.75,11207.0,India,All,Monthly,-270.18
2013-12-01,Coffee,11149.68,10821.66,11472.61,India,All,Monthly,-1278.14
2013-11-01,Coffee,12427.82,12190.98,12757.14,India,All,Monthly,-497.63
2013-10-01,Coffee,12925.45,12585.45,13412.73,India,All,Monthly,121.45
2013-09-01,Coffee,12804.0,12596.0,13060.8,India,All,Monthly,211.44
2013-08-01,Coffee,12592.56,12471.31,12726.64,India,All,Monthly,32.89
2013-07-01,Coffee,12559.67,12317.33,12791.67,India,All,Monthly,-1045.95
2013-06-01,Coffee,13605.62,13318.22,13949.22,India,All,Monthly,295.86
2013-05-01,Coffee,13309.76,13094.31,13565.04,India,All,Monthly,423.85
2013-04-01,Coffee,12885.91,12550.67,13222.82,India,All,Monthly,298.6
2013-03-01,Coffee,12587.31,12104.23,12966.15,India,All,Monthly,112.05
2013-02-01,Coffee,12475.26,11927.32,12906.19,India,All,Monthly,-289.47
2013-01-01,Coffee,12764.73,12240.31,13024.03,India,All,Monthly,-329.37
2012-12-01,Coffee,13094.1,12640.62,13302.08,India,All,Monthly,-5140.36
2012-11-01,Coffee,18234.46,17816.55,18464.86,India,All,Monthly,-944.33
2012-10-01,Coffee,19178.79,18746.97,19361.36,India,All,Monthly,3889.48
2012-09-01,Coffee,15289.31,14826.81,15440.95,India,All,Monthly,3087.23
2012-08-01,Coffee,12202.08,11784.17,12258.33,India,All,Monthly,-806.86
2012-07-01,Coffee,13008.94,12606.29,13049.01,India,All,Monthly,133.24
2012-06-01,Coffee,12875.7,12437.68,12945.77,India,All,Monthly,195.54
2012-05-01,Coffee,12680.16,12065.87,12768.65,India,All,Monthly,1072.47
2012-04-01,Coffee,11607.69,11005.49,11660.99,India,All,Monthly,247.27
2012-03-01,Coffee,11360.42,10860.07,11443.45,India,All,Monthly,304.1
2012-02-01,Coffee,11056.32,10516.05,11153.16,India,All,Monthly,-125.08
2012-01-01,Coffee,11181.4,10457.93,11363.41,India,All,Monthly,-873.23
2011-12-01,Coffee,12054.63,10736.45,12221.3,India,All,Monthly,-3662.04
2011-11-01,Coffee,15716.67,14285.19,16135.8,India,All,Monthly,503.24
2011-10-01,Coffee,15213.43,14441.79,15529.85,India,All,Monthly,1740.51
2011-09-01,Coffee,13472.92,12547.92,13653.12,India,All,Monthly,-4309.43
2011-08-01,Coffee,17782.35,16710.78,18028.43,India,All,Monthly,496.39
2011-07-01,Coffee,17285.96,16405.79,17618.42,India,All,Monthly,-198.35
2011-06-01,Coffee,17484.31,16976.47,17791.18,India,All,Monthly,1352.64
2011-05-01,Coffee,16131.67,15598.33,16532.5,India,All,Monthly,767.72
2011-04-01,Coffee,15363.95,15102.33,15618.6,India,All,Monthly,1893.36
2011-03-01,Coffee,13470.59,13080.0,13844.71,India,All,Monthly,146.91
2011-02-01,Coffee,13323.68,13051.32,14095.39,India,All,Monthly,-1955.83
2011-01-01,Coffee,15279.51,14487.7,15876.23,India,All,Monthly,-1418.82
2010-12-01,Coffee,16698.33,15503.33,17381.11,India,All,Monthly,713.19
2010-11-01,Coffee,15985.14,15355.41,16491.89,India,All,Monthly,973.07
2010-10-01,Coffee,15012.07,13974.14,15293.1,India,All,Monthly,4630.55
2010-09-01,Coffee,10381.52,10186.96,10570.65,India,All,Monthly,-1028.05
2010-08-01,Coffee,11409.57,11200.0,11617.02,India,All,Monthly,1573.06
2010-07-01,Coffee,9836.51,9662.5,10006.58,India,All,Monthly,2116.24
2010-06-01,Coffee,7720.27,7583.11,7857.43,India,All,Monthly,531.63
2010-05-01,Coffee,7188.64,7027.27,7350.0,India,All,Monthly,996.05
2010-04-01,Coffee,6192.59,6094.44,6289.81,India,All,Monthly,469.55
2010-03-01,Coffee,5723.04,5625.87,5813.74,India,All,Monthly,-906.13
2010-02-01,Coffee,6629.17,6554.17,6708.33,India,All,Monthly,-1450.0
2010-01-01,Coffee,8079.17,7912.5,8233.33,India,All,Monthly,
2022-10-01,Tea,27000.0,26000.0,27050.0,India,All,Monthly,12000.0
2018-11-01,Tea,15000.0,14000.0,16000.0,India,All,Monthly,-15250.0
2018-09-01,Tea,30250.0,29600.0,30900.0,India,All,Monthly,858.7
2018-08-01,Tea,29391.3,28739.13,30043.48,India,All,Monthly,-525.37
2018-07-01,Tea,29916.67,29041.67,30791.67,India,All,Monthly,634.06
2018-06-01,Tea,29282.61,28695.65,29869.57,India,All,Monthly,-425.72
2018-05-01,Tea,29708.33,29125.0,30291.67,India,All,Monthly,208.33
2018-03-01,Tea,29500.0,29000.0,30000.0,India,All,Monthly,-0.0
2018-02-01,Tea,29500.0,29000.0,30000.0,India,All,Monthly,1944.44
2018-01-01,Tea,27555.56,27000.0,28166.67,India,All,Monthly,-1944.44
2017-12-01,Tea,29500.0,29000.0,30000.0,India,All,Monthly,-7.89
2017-11-01,Tea,29507.89,29013.16,30000.0,India,All,Monthly,-492.11
2017-10-01,Tea,30000.0,29500.0,30500.0,India,All,Monthly,384.62
2017-09-01,Tea,29615.38,29073.08,30134.62,India,All,Monthly,1582.05
2017-08-01,Tea,28033.33,27555.56,28511.11,India,All,Monthly,-1328.74
2017-07-01,Tea,29362.07,28862.07,29862.07,India,All,Monthly,-214.85
2017-06-01,Tea,29576.92,29076.92,30076.92,India,All,Monthly,76.92
2017-05-01,Tea,29500.0,29000.0,30000.0,India,All,Monthly,173.91
2017-04-01,Tea,29326.09,28826.09,29826.09,India,All,Monthly,-198.91
2017-03-01,Tea,29525.0,29025.0,30025.0,India,All,Monthly,964.39
2017-02-01,Tea,28560.61,28060.61,29060.61,India,All,Monthly,46.32
2017-01-01,Tea,28514.29,28014.29,29014.29,India,All,Monthly,-659.71
2016-12-01,Tea,29174.0,28690.0,29650.0,India,All,Monthly,-328.38
2016-11-01,Tea,29502.38,29000.0,30000.0,India,All,Monthly,7.14
2016-10-01,Tea,29495.24,28988.1,29988.1,India,All,Monthly,173.81
2016-09-01,Tea,29321.43,28821.43,29821.43,India,All,Monthly,1080.25
2016-08-01,Tea,28241.18,27750.0,28732.35,India,All,Monthly,-776.68
2016-07-01,Tea,29017.86,28517.86,29517.86,India,All,Monthly,1461.45
2016-06-01,Tea,27556.41,27064.1,28048.72,India,All,Monthly,-1283.3
2016-05-01,Tea,28839.71,28352.94,29326.47,India,All,Monthly,339.71
2016-04-01,Tea,28500.0,28000.0,29000.0,India,All,Monthly,163.33
2016-03-01,Tea,28336.67,28076.67,28596.67,India,All,Monthly,580.86
2016-02-01,Tea,27755.81,27700.0,27800.12,India,All,Monthly,-134.89
2016-01-01,Tea,27890.7,27602.33,28109.3,India,All,Monthly,-587.68
2015-12-01,Tea,28478.38,28281.08,28567.57,India,All,Monthly,1432.23
2015-11-01,Tea,27046.15,26971.79,27120.51,India,All,Monthly,2887.33
2015-10-01,Tea,24158.82,24070.59,24266.67,India,All,Monthly,352.5
2015-09-01,Tea,23806.32,23614.04,23938.6,India,All,Monthly,-1.3
2015-08-01,Tea,23807.62,23565.24,23967.78,India,All,Monthly,445.56
2015-07-01,Tea,23362.06,23174.95,23485.26,India,All,Monthly,771.06
2015-06-01,Tea,22591.0,22348.6,22794.0,India,All,Monthly,-2030.03
2015-05-01,Tea,24621.03,24570.51,24670.26,India,All,Monthly,892.09
2015-04-01,Tea,23728.94,23605.91,23800.45,India,All,Monthly,1015.41
2015-03-01,Tea,22713.53,22409.85,22903.68,India,All,Monthly,78.81
2015-02-01,Tea,22634.72,22145.14,22973.75,India,All,Monthly,-546.62
2015-01-01,Tea,23181.34,22906.86,23325.81,India,All,Monthly,305.67
2014-12-01,Tea,22875.67,22543.73,23017.46,India,All,Monthly,769.74
2014-11-01,Tea,22105.93,21592.59,22272.96,India,All,Monthly,724.04
2014-10-01,Tea,21381.89,20663.51,21704.05,India,All,Monthly,-3152.07
2014-09-01,Tea,24533.96,23401.89,25164.15,India,All,Monthly,-1450.82
2014-08-01,Tea,25984.78,24847.83,26434.78,India,All,Monthly,5983.41
2014-07-01,Tea,20001.37,19015.07,20360.27,India,All,Monthly,3328.53
2014-06-01,Tea,16672.84,16094.83,17021.55,India,All,Monthly,-1024.41
2014-05-01,Tea,17697.25,17055.96,18041.28,India,All,Monthly,-428.1
2014-04-01,Tea,18125.35,17439.44,18305.63,India,All,Monthly,-1383.93
2014-03-01,Tea,19509.28,18770.62,19832.99,India,All,Monthly,1768.77
2014-02-01,Tea,17740.51,17175.91,18003.28,India,All,Monthly,-656.76
2014-01-01,Tea,18397.27,17771.48,18714.84,India,All,Monthly,-2463.2
2013-12-01,Tea,20860.47,20000.0,21418.6,India,All,Monthly,643.6
2013-11-01,Tea,20216.87,19373.49,20740.96,India,All,Monthly,2170.26
2013-10-01,Tea,18046.61,17440.68,18411.02,India,All,Monthly,692.13
2013-09-01,Tea,17354.48,16776.12,17608.96,India,All,Monthly,102.66
2013-08-01,Tea,17251.82,16722.63,17467.15,India,All,Monthly,-16.64
2013-07-01,Tea,17268.46,16724.83,17449.66,India,All,Monthly,-107.43
2013-06-01,Tea,17375.89,16808.51,17597.16,India,All,Monthly,817.5
2013-05-01,Tea,16558.39,15656.93,16861.31,India,All,Monthly,1186.49
2013-04-01,Tea,15371.9,14710.74,15607.44,India,All,Monthly,199.86
2013-03-01,Tea,15172.04,14634.41,15354.84,India,All,Monthly,-2108.97
2013-02-01,Tea,17281.01,16417.72,17436.71,India,All,Monthly,1559.93
2013-01-01,Tea,15721.08,15019.61,15870.59,India,All,Monthly,244.13
2012-12-01,Tea,15476.95,14714.06,15598.44,India,All,Monthly,-177.52
2012-11-01,Tea,15654.47,15000.0,15813.01,India,All,Monthly,832.92
2012-10-01,Tea,14821.55,14254.31,14931.9,India,All,Monthly,-2115.71
2012-09-01,Tea,16937.26,16080.19,17137.74,India,All,Monthly,3237.07
2012-08-01,Tea,13700.19,12636.89,13819.9,India,All,Monthly,-4659.36
2012-07-01,Tea,18359.55,16724.72,18505.62,India,All,Monthly,2419.15
2012-06-01,Tea,15940.4,14742.42,16076.77,India,All,Monthly,525.85
2012-05-01,Tea,15414.55,14518.18,15520.0,India,All,Monthly,467.3
2012-04-01,Tea,14947.25,13883.52,15083.52,India,All,Monthly,1355.91
2012-03-01,Tea,13591.34,12717.32,13775.98,India,All,Monthly,346.18
2012-02-01,Tea,13245.16,12053.23,13497.54,India,All,Monthly,-2798.68
2012-01-01,Tea,16043.84,14556.16,16304.11,India,All,Monthly,750.33
2011-12-01,Tea,15293.51,13435.06,15625.0,India,All,Monthly,920.43
2011-11-01,Tea,14373.08,13016.67,14994.87,India,All,Monthly,-65.94
2011-10-01,Tea,14439.02,13109.76,14756.1,India,All,Monthly,-2494.88
2011-09-01,Tea,16933.9,15527.12,17010.17,India,All,Monthly,947.36
2011-08-01,Tea,15986.54,14765.38,16119.23,India,All,Monthly,246.67
2011-07-01,Tea,15739.87,14593.67,15906.33,India,All,Monthly,-733.1
2011-06-01,Tea,16472.97,15448.65,16601.35,India,All,Monthly,-628.25
2011-05-01,Tea,17101.22,15891.46,17317.07,India,All,Monthly,20.57
2011-04-01,Tea,17080.65,16174.6,17290.32,India,All,Monthly,634.5
2011-03-01,Tea,16446.15,15637.18,16638.46,India,All,Monthly,-195.64
2011-02-01,Tea,16641.79,15823.88,16870.15,India,All,Monthly,280.89
2011-01-01,Tea,16360.9,15550.0,16611.54,India,All,Monthly,85.04
2010-12-01,Tea,16275.86,15215.91,16670.45,India,All,Monthly,18.28
2010-11-01,Tea,16257.58,15424.24,16636.36,India,All,Monthly,-680.88
2010-10-01,Tea,16938.46,15784.62,18584.62,India,All,Monthly,587.58
2010-09-01,Tea,16350.88,15508.77,16947.37,India,All,Monthly,-447.73
2010-08-01,Tea,16798.61,15958.33,17263.89,India,All,Monthly,-134.08
2010-07-01,Tea,16932.69,16064.1,17192.31,India,All,Monthly,28.69
2010-06-01,Tea,16904.0,15994.67,17133.33,India,All,Monthly,-142.03
2010-05-01,Tea,17046.03,16114.29,17285.71,India,All,Monthly,-582.23
2010-04-01,Tea,17628.26,16495.65,17967.39,India,All,Monthly,-50.53
2010-03-01,Tea,17678.79,16522.73,18075.76,India,All,Monthly,-73.94
2010-02-01,Tea,17752.73,16578.18,18130.91,India,All,Monthly,1019.4
2010-01-01,Tea,16733.33,15741.38,17637.93,India,All,Monthly,
2025-02-01,Sugarcane,325.0,320.71,325.0,India,All,Monthly,-15.0
2025-01-01,Sugarcane,340.0,330.62,340.0,India,All,Monthly,17.5
2024-12-01,Sugarcane,322.5,322.5,322.5,India,All,Monthly,-127.5
2024-11-01,Sugarcane,450.0,375.0,525.0,India,All,Monthly,-100.0
2024-10-01,Sugarcane,550.0,400.0,700.0,India,All,Monthly,125.0
2024-09-01,Sugarcane,425.0,350.0,500.0,India,All,Monthly,-125.0
2024-08-01,Sugarcane,550.0,400.0,700.0,India,All,Monthly,135.0
2024-07-01,Sugarcane,415.0,357.86,472.14,India,All,Monthly,72.14
2024-06-01,Sugarcane,342.86,328.57,357.14,India,All,Monthly,42.86
2024-05-01,Sugarcane,300.0,300.0,300.0,India,All,Monthly,-365.92
2024-04-01,Sugarcane,665.92,578.42,703.42,India,All,Monthly,345.3
2024-03-01,Sugarcane,320.62,320.62,320.62,India,All,Monthly,10.04
2024-02-01,Sugarcane,310.58,310.58,310.58,India,All,Monthly,31.15
2024-01-01,Sugarcane,279.43,279.43,279.43,India,All,Monthly,-16.07
2023-12-01,Sugarcane,295.5,295.5,295.5,India,All,Monthly,-4.5
2023-11-01,Sugarcane,300.0,300.0,300.0,India,All,Monthly,-0.0
2023-10-01,Sugarcane,300.0,300.0,300.0,India,All,Monthly,-0.0
2023-09-01,Sugarcane,300.0,300.0,300.0,India,All,Monthly,-10.0
2023-07-01,Sugarcane,310.0,310.0,310.0,India,All,Monthly,10.0
2023-06-01,Sugarcane,300.0,300.0,300.0,India,All,Monthly,5.88
2023-05-01,Sugarcane,294.12,294.12,294.12,India,All,Monthly,-4.04
2023-04-01,Sugarcane,298.16,298.16,303.42,India,All,Monthly,8.49
2023-03-01,Sugarcane,289.67,286.89,290.22,India,All,Monthly,-2.0
2023-02-01,Sugarcane,291.67,291.67,292.08,India,All,Monthly,0.75
2023-01-01,Sugarcane,290.92,290.92,290.92,India,All,Monthly,-40.41
2022-12-01,Sugarcane,331.33,320.22,342.44,India,All,Monthly,56.33
2022-11-01,Sugarcane,275.0,275.0,275.0,India,All,Monthly,-25.0
2022-10-01,Sugarcane,300.0,300.0,300.0,India,All,Monthly,-0.0
2022-09-01,Sugarcane,300.0,300.0,300.0,India,All,Monthly,-3923.0
2022-08-01,Sugarcane,4223.0,4112.0,4344.4,India,All,Monthly,780.7
2022-07-01,Sugarcane,3442.3,3338.3,3554.1,India,All,Monthly,3142.3
2022-06-01,Sugarcane,300.0,300.0,300.0,India,All,Monthly,1.67
2022-05-01,Sugarcane,298.33,296.62,298.33,India,All,Monthly,2.18
